Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_upheld_rate,period,year,half,sector,avg_upheld_rate,period_sort,period_date,industry_avg,upheld_deviation,firm_yoy_change,volatility_score
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2022-01-01 to 2022-06-30,0.6235,0.2444,0.6318,0.1767,0.2898,,2022-h1,2022,h1,Banking,39.32400000000001,1,2022-01-01,52.00837250000001,-12.684372499999997,-0.5720000000000098,5.862000000000009
London and Country Mortgages Ltd,NO GROUP,2022-01-01 to 2022-06-30,,,0.6667,0.3667,,,2022-h1,2022,h1,Mortgage & Lending,51.67,1,2022-01-01,52.00837250000001,-0.3383725000000055,8.82500000000001,8.82500000000001
M & G Securities Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,0.3759,,2022-h1,2022,h1,Investments,37.59,1,2022-01-01,52.00837250000001,-14.418372500000004,17.18,22.739999999999995
ManyPets Ltd,NO GROUP,2021-10-01 to 2022-03-31,,,,0.3145,,,2022-h1,2022,h1,Insurance,31.45,1,2022-01-01,52.00837250000001,-20.558372500000008,26.72,42.081844499586424
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,2022-01-01 to 2022-06-30,,,,0.784,,,2022-h1,2022,h1,Insurance,78.4,1,2022-01-01,52.00837250000001,26.3916275,,15.690000000000005
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2022-01-01 to 2022-06-30,0.4787,,,0.6904,,,2022-h1,2022,h1,Insurance,58.455,1,2022-01-01,52.00837250000001,6.446627499999991,4.645000000000003,13.495000000000005
Marshmallow Financial Services Ltd,NO GROUP,2022-01-01 to 2022-06-30,,,,0.3927,,,2022-h1,2022,h1,Insurance,39.27,1,2022-01-01,52.00837250000001,-12.738372500000004,3.759999999999998,15.410000000000004
MBNA Limited,LLOYDS BANKING GROUP PLC,2022-01-01 to 2022-06-30,0.5784,,,0.2606,,,2022-h1,2022,h1,Banking,41.95,1,2022-01-01,52.00837250000001,-10.058372500000004,-15.380000000000004,19.295
MCE Insurance Limited,NO GROUP,2021-12-01 to 2022-05-31,,,,,,,2022-h1,2022,h1,Insurance,,1,2022-01-01,52.00837250000001,,,
Metro Bank PLC,METRO BANK PLC,2022-01-01 to 2022-06-30,0.498,,0.4911,,0.2857,,2022-h1,2022,h1,Banking,42.493333333333325,1,2022-01-01,52.00837250000001,-9.515039166666682,15.796666666666674,19.16666666666667
Millstream Underwriting Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.8696,,,2022-h1,2022,h1,Insurance,86.96000000000001,1,2022-01-01,52.00837250000001,34.9516275,,
Mitsubishi HC Capital UK PLC,NO GROUP,2021-10-01 to 2022-03-31,,,,,,,2022-h1,2022,h1,Other,,1,2022-01-01,52.00837250000001,,,
Monzo Bank Ltd,MONZO BANK LIMITED,2021-09-01 to 2022-02-28,0.2897,,,,,,2022-h1,2022,h1,Banking,28.97,1,2022-01-01,52.00837250000001,-23.03837250000001,6.206666666666664,19.099999999999998
Moorcroft Debt Recovery Limited,NO GROUP,2021-08-01 to 2022-01-31,0.3986,,,,,,2022-h1,2022,h1,Banking,39.86,1,2022-01-01,52.00837250000001,-12.148372500000008,-1.3800000000000026,10.970000000000006
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,2022-01-01 to 2022-06-30,0.2589,,,,,,2022-h1,2022,h1,Banking,25.89,1,2022-01-01,52.00837250000001,-26.118372500000007,,
MotoNovo Finance Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Mortgage & Lending,,1,2022-01-01,52.00837250000001,,,12.25
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,2021-10-01 to 2022-03-31,,,,0.5374,,,2022-h1,2022,h1,Insurance,53.74,1,2022-01-01,52.00837250000001,1.7316274999999948,-1.1200000000000043,11.95000000000001
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,2022-01-01 to 2022-06-30,0.7665,0.3103,0.7729,0.5537,0.5983,,2022-h1,2022,h1,Banking,60.034,1,2022-01-01,52.00837250000001,8.025627499999992,,11.063532558644475
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2021-10-05 to 2022-04-04,0.5707,,0.5836,0.5815,0.25,,2022-h1,2022,h1,Banking,49.645,1,2022-01-01,52.00837250000001,-2.363372500000004,-8.307000000000002,15.741
Northern Bank Limited,DANSKE BANK A/S,2022-01-01 to 2022-06-30,0.3063,,0.5147,,,,2022-h1,2022,h1,Banking,41.05,1,2022-01-01,52.00837250000001,-10.95837250000001,-13.750000000000009,21.60749999999999
One Call Insurance Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.1448,,,2022-h1,2022,h1,Insurance,14.48,1,2022-01-01,52.00837250000001,-37.5283725,1.2600000000000016,4.693846153846161
OneSavings Bank Plc,ONESAVINGS BANK PLC,2022-01-01 to 2022-06-30,0.3319,,0.4644,1.0,,,2022-h1,2022,h1,Banking,59.876666666666665,1,2022-01-01,52.00837250000001,7.868294166666658,-7.431666666666658,12.985
OVO (S) HOME SERVICES LIMITED,SSE PLC,2022-01-01 to 2022-06-30,,,,0.7484,,,2022-h1,2022,h1,Insurance,74.83999999999999,1,2022-01-01,52.00837250000001,22.831627499999986,,
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2021-10-01 to 2022-03-31,0.4184,,0.5368,0.3333,,,2022-h1,2022,h1,Banking,42.95,1,2022-01-01,52.00837250000001,-9.058372500000004,-9.13333333333334,41.32333333333334
People's Administration Services Limited,NO GROUP,2021-10-01 to 2022-03-31,,0.3619,,,,,2022-h1,2022,h1,Insurance,36.19,1,2022-01-01,52.00837250000001,-15.81837250000001,16.93,43.868733345843495
Pepper (UK) Limited,NO GROUP,2022-01-01 to 2022-06-30,,,0.3681,,,,2022-h1,2022,h1,Mortgage & Lending,36.81,1,2022-01-01,52.00837250000001,-15.198372500000003,6.019999999999996,24.17
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,2022-01-01 to 2022-06-30,,0.7739,,0.7634,0.8115,,2022-h1,2022,h1,Insurance,78.29333333333334,1,2022-01-01,52.00837250000001,26.28496083333333,,6.691911882553043
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC,2022-01-01 to 2022-06-30,,0.6628,,0.6892,0.8098,,2022-h1,2022,h1,Insurance,72.06,1,2022-01-01,52.00837250000001,20.051627499999995,-14.585,23.576188336740692
Pinnacle Insurance Plc,BNP PARIBAS SA,2022-01-01 to 2022-06-30,,,,0.3208,,,2022-h1,2022,h1,Insurance,32.08,1,2022-01-01,52.00837250000001,-19.92837250000001,,9.989999999999998
Plata Finance Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,0.2344,,2022-h1,2022,h1,Mortgage & Lending,23.44,1,2022-01-01,52.00837250000001,-28.56837250000001,,
Post Office Management Services Limited,POST OFFICE LIMITED,2021-10-01 to 2022-03-31,,,,0.3598,,,2022-h1,2022,h1,Insurance,35.980000000000004,1,2022-01-01,52.00837250000001,-16.028372500000003,,8.489999999999995
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2022-01-01 to 2022-06-30,0.5376,,0.5636,0.2857,0.5,,2022-h1,2022,h1,Banking,47.1725,1,2022-01-01,52.00837250000001,-4.835872500000008,-12.48916666666667,16.251666666666672
PSA Finance UK Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Mortgage & Lending,,1,2022-01-01,52.00837250000001,,,
QBE UK Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.6899,,,2022-h1,2022,h1,Insurance,68.99,1,2022-01-01,52.00837250000001,16.981627499999988,-29.029999999999998,29.029999999999994
Qmetric Group Limited,NO GROUP,2021-10-01 to 2022-03-31,,,,0.2048,,,2022-h1,2022,h1,Insurance,20.48,1,2022-01-01,52.00837250000001,-31.528372500000007,24.05,26.700000000000003
Quilter Investment Platform Limited,QUILTER PLC,2022-01-01 to 2022-06-30,,,,,0.732,,2022-h1,2022,h1,Investments,73.2,1,2022-01-01,52.00837250000001,21.1916275,,7.810000000000002
Quilter Life & Pensions Limited,QUILTER PLC GROUP,2022-01-01 to 2022-06-30,,0.7569,,,0.7905,,2022-h1,2022,h1,Insurance,77.37,1,2022-01-01,52.00837250000001,25.3616275,-6.750000000000014,11.709999999999994
RAC Motoring Services,NO GROUP,2022-01-01 to 2022-06-30,,,,0.3901,,,2022-h1,2022,h1,Insurance,39.01,1,2022-01-01,52.00837250000001,-12.99837250000001,,16.45349775267949
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,2022-01-01 to 2022-06-30,,,,,0.8232,,2022-h1,2022,h1,Investments,82.32000000000001,1,2022-01-01,52.00837250000001,30.3116275,-58.24000000000001,75.81112683723462
RCI Financial Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Other,,1,2022-01-01,52.00837250000001,,,
ReAssure Life Limited,NO GROUP,2022-01-01 to 2022-06-30,,0.7672,,0.723,0.7345,,2022-h1,2022,h1,Insurance,74.15666666666667,1,2022-01-01,52.00837250000001,22.14829416666666,15.083333333333329,16.96333333333334
ReAssure Limited,SWISS RE AG,2022-01-01 to 2022-06-30,,0.7855,0.5,0.5234,0.6622,,2022-h1,2022,h1,Insurance,61.7775,1,2022-01-01,52.00837250000001,9.769127499999996,-2.3075000000000045,20.796666666666667
Reassured Ltd,NO GROUP,2021-08-01 to 2022-01-31,,,,0.6264,,,2022-h1,2022,h1,Insurance,62.63999999999999,1,2022-01-01,52.00837250000001,10.631627499999986,-18.73,18.729999999999997
Rock Insurance Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.1902,,,2022-h1,2022,h1,Insurance,19.02,1,2022-01-01,52.00837250000001,-32.98837250000001,,42.06
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,2022-01-01 to 2022-06-30,,,,0.627,,,2022-h1,2022,h1,Insurance,62.7,1,2022-01-01,52.00837250000001,10.691627499999996,,15.602168605486142
Sabre Insurance Company Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Insurance,,1,2022-01-01,52.00837250000001,,,23.15999999999999
Saga Services Limited,SAGA PLC,2021-08-01 to 2022-01-31,,,,0.6112,,,2022-h1,2022,h1,Insurance,61.12,1,2022-01-01,52.00837250000001,9.11162749999999,-8.429999999999993,14.369999999999997
Sainsbury's Bank Plc,NO GROUP,2021-09-01 to 2022-02-28,0.6232,,0.6117,0.8953,,,2022-h1,2022,h1,Banking,71.00666666666667,1,2022-01-01,52.00837250000001,18.998294166666668,-21.91166666666668,21.911666666666676
Santander ISA Managers Limited,SANTANDER UK - GROUP,2022-01-01 to 2022-06-30,,,,,0.4867,,2022-h1,2022,h1,Investments,48.67,1,2022-01-01,52.00837250000001,-3.338372500000005,,
Santander UK Plc,SANTANDER UK - GROUP,2022-01-01 to 2022-06-30,0.4157,0.5455,0.5372,0.0996,0.1047,,2022-h1,2022,h1,Insurance,34.054,1,2022-01-01,52.00837250000001,-17.954372500000005,19.692,21.542
Scottish Equitable Plc,AEGON NV,2022-01-01 to 2022-06-30,,0.6301,,0.5036,0.4348,,2022-h1,2022,h1,Insurance,52.28333333333334,1,2022-01-01,52.00837250000001,0.2749608333333313,13.536666666666669,18.36746828399545
Scottish Friendly Assurance Society Limited,NO GROUP,2022-01-01 to 2022-06-30,,0.9072,,0.6208,0.8065,,2022-h1,2022,h1,Insurance,77.81666666666668,1,2022-01-01,52.00837250000001,25.80829416666667,-5.116666666666674,9.580000000000013
Scottish Widows Administration Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,0.772,,,,,2022-h1,2022,h1,Insurance,77.2,1,2022-01-01,52.00837250000001,25.1916275,,24.87712665406427
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,2022-01-01 to 2022-06-30,,0.82,,0.7849,0.9162,,2022-h1,2022,h1,Investments,84.03666666666668,1,2022-01-01,52.00837250000001,32.02829416666667,,
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2022-01-01 to 2022-06-30,,,,,0.7469,,2022-h1,2022,h1,Investments,74.69,1,2022-01-01,52.00837250000001,22.68162749999999,4.159999999999997,6.601729323308263
Secure Trust Bank Plc,NO GROUP,2022-01-01 to 2022-06-30,0.5753,,,,,,2022-h1,2022,h1,Banking,57.53,1,2022-01-01,52.00837250000001,5.521627499999994,,55.14
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2022-01-01 to 2022-06-30,0.6596,,0.5598,,,,2022-h1,2022,h1,Banking,60.96999999999999,1,2022-01-01,52.00837250000001,8.961627499999985,-2.0449999999999946,23.39666666666666
Shop Direct Finance Company Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Mortgage & Lending,,1,2022-01-01,52.00837250000001,,,42.61
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2022-01-01 to 2022-06-30,,,,0.3444,,,2022-h1,2022,h1,Insurance,34.44,1,2022-01-01,52.00837250000001,-17.56837250000001,-3.039999999999999,8.25
Skipton Building Society,SKIPTON BUILDING SOCIETY,2022-01-01 to 2022-06-30,0.7882,0.8,0.6029,0.6,0.8966,,2022-h1,2022,h1,Banking,73.75399999999999,1,2022-01-01,52.00837250000001,21.745627499999983,-1.5759999999999792,10.67199999999999
Society of Lloyd's,SOCIETY OF LLOYD'S,2022-01-01 to 2022-06-30,,,,0.4208,,,2022-h1,2022,h1,Insurance,42.08,1,2022-01-01,52.00837250000001,-9.928372500000007,1.3299999999999983,6.64766648619382
Somerset Bridge Insurance Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.4993,,,2022-h1,2022,h1,Insurance,49.93,1,2022-01-01,52.00837250000001,-2.0783725000000075,-13.200000000000005,20.08470137825421
St James's Place UK plc,ST. JAMES'S PLACE PLC,2022-01-01 to 2022-06-30,,0.7821,,0.5625,0.8564,,2022-h1,2022,h1,Investments,73.36666666666667,1,2022-01-01,52.00837250000001,21.358294166666667,,18.373393148450248
St. James's Place Wealth Management Plc,NO GROUP,2022-01-01 to 2022-06-30,,0.3197,0.1579,0.1316,0.2521,,2022-h1,2022,h1,Insurance,21.5325,1,2022-01-01,52.00837250000001,-30.47587250000001,6.549500000000002,26.415000000000013
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,2022-01-01 to 2022-06-30,,0.48,0.5714,0.381,0.5338,,2022-h1,2022,h1,Insurance,49.155,1,2022-01-01,52.00837250000001,-2.853372500000006,,16.942321187651785
Starling Bank Limited,NO GROUP,2021-10-01 to 2022-03-31,0.2021,,,,,,2022-h1,2022,h1,Banking,20.21,1,2022-01-01,52.00837250000001,-31.798372500000006,16.58,32.260000000000005
Studio Retail Limited,NO GROUP,2021-11-01 to 2022-04-30,,,,,,,2022-h1,2022,h1,Other,,1,2022-01-01,52.00837250000001,,,
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC.,2022-01-01 to 2022-06-30,,0.8794,,0.9015,0.8658,,2022-h1,2022,h1,Insurance,88.22333333333333,1,2022-01-01,52.00837250000001,36.21496083333332,,33.736666666666665
Target Servicing Limited,NO GROUP,2021-10-01 to 2022-03-31,,,0.4546,,,,2022-h1,2022,h1,Mortgage & Lending,45.46,1,2022-01-01,52.00837250000001,-6.548372500000006,,
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2022-01-01 to 2022-06-30,,,,0.6713,,,2022-h1,2022,h1,Insurance,67.13,1,2022-01-01,52.00837250000001,15.121627499999988,-9.209999999999994,9.209999999999994
Telefonica UK Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Other,,1,2022-01-01,52.00837250000001,,,35.650000000000006
Temple Finance Limited,NO GROUP,2021-10-01 to 2022-03-31,,,,,,,2022-h1,2022,h1,Mortgage & Lending,,1,2022-01-01,52.00837250000001,,,
Tesco Personal Finance PLC,TESCO PLC,2021-09-01 to 2022-02-28,0.4888,,,0.4202,,,2022-h1,2022,h1,Mortgage & Lending,45.45,1,2022-01-01,52.00837250000001,-6.558372500000004,,7.710000000000001
Tesco Underwriting Limited,AGEAS SA-NV,2021-09-01 to 2022-02-28,,,,0.5276,,,2022-h1,2022,h1,Insurance,52.76,1,2022-01-01,52.00837250000001,0.7516274999999908,1.4199999999999946,11.219238754325275
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2022-01-01 to 2022-06-30,0.4342,1.0,0.4895,0.0769,0.2,,2022-h1,2022,h1,Banking,44.012,1,2022-01-01,52.00837250000001,-7.996372500000007,13.438000000000002,36.13600000000001
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,2022-01-01 to 2022-06-30,,,0.4837,,,,2022-h1,2022,h1,Mortgage & Lending,48.370000000000005,1,2022-01-01,52.00837250000001,-3.6383725000000022,,3.6000000000000014
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2021-10-01 to 2022-03-31,,,0.53,,,,2022-h1,2022,h1,Mortgage & Lending,53.0,1,2022-01-01,52.00837250000001,0.9916274999999928,-0.8299999999999983,20.760000000000005
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2022-01-01 to 2022-06-30,,0.4239,,0.5723,0.4167,,2022-h1,2022,h1,Insurance,47.09666666666667,1,2022-01-01,52.00837250000001,-4.911705833333336,5.823333333333331,15.897716376288798
The Prudential Assurance Company Limited,PRUDENTIAL PLC,2022-01-01 to 2022-06-30,,0.85,0.6667,0.8534,0.8223,,2022-h1,2022,h1,Insurance,79.81,1,2022-01-01,52.00837250000001,27.801627499999995,-7.872500000000002,13.362499999999997
The Royal Bank of Scotland Plc,THE ROYAL BANK OF SCOTLAND GROUP,2022-01-01 to 2022-06-30,0.772,0.5,0.7619,0.6638,0.5147,,2022-h1,2022,h1,Banking,64.248,1,2022-01-01,52.00837250000001,12.239627499999996,-7.134000000000008,20.67499999999999
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,2022-01-01 to 2022-06-30,,0.6671,,0.5066,0.5718,,2022-h1,2022,h1,Insurance,58.183333333333344,1,2022-01-01,52.00837250000001,6.174960833333337,1.7733333333333263,4.9566666666666634
Topaz Finance Limited,NO GROUP,2022-01-01 to 2022-06-30,,,0.4679,,,,2022-h1,2022,h1,Mortgage & Lending,46.79,1,2022-01-01,52.00837250000001,-5.218372500000008,-11.839999999999996,26.700000000000003
TSB Bank plc,BANCO DE SABADELL SA,2022-01-01 to 2022-06-30,0.722,,0.6282,0.697,,,2022-h1,2022,h1,Banking,68.24,1,2022-01-01,52.00837250000001,16.231627499999988,-14.63666666666667,14.63666666666667
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2022-01-01 to 2022-06-30,,,,0.7425,,,2022-h1,2022,h1,Insurance,74.25,1,2022-01-01,52.00837250000001,22.241627499999996,-5.590000000000003,5.8500000000000085
UBS AG,NO GROUP,2022-01-01 to 2022-06-30,0.3421,1.0,0.1111,,0.7336,,2022-h1,2022,h1,Insurance,54.67,1,2022-01-01,52.00837250000001,2.6616274999999945,,
UK General Insurance Limited,NO GROUP,2021-10-01 to 2022-03-31,,,,0.4768,,,2022-h1,2022,h1,Insurance,47.68,1,2022-01-01,52.00837250000001,-4.328372500000008,,
UK Warranty Limited,NO GROUP,2021-10-01 to 2022-03-31,,,,0.8092,,,2022-h1,2022,h1,Insurance,80.92,1,2022-01-01,52.00837250000001,28.911627499999994,,
Unum Ltd,NO GROUP,2022-01-01 to 2022-06-30,,,,0.5833,,,2022-h1,2022,h1,Insurance,58.330000000000005,1,2022-01-01,52.00837250000001,6.321627499999998,,
"Vanguard Asset Management, Ltd",VANGUARD ASSET MANAGEMENT LTD,2022-01-01 to 2022-06-30,,0.7985,,,0.7392,,2022-h1,2022,h1,Energy & Utilities,76.885,1,2022-01-01,52.00837250000001,24.8766275,,15.359658273381278
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,2022-01-01 to 2022-06-30,0.2969,,,,,,2022-h1,2022,h1,Banking,29.69,1,2022-01-01,52.00837250000001,-22.31837250000001,-13.150000000000002,21.509999999999998
Vitality Corporate Services Limited,NO GROUP,2022-01-01 to 2022-06-30,,0.8462,,0.5577,0.8182,,2022-h1,2022,h1,Insurance,74.07000000000001,1,2022-01-01,52.00837250000001,22.0616275,-20.860000000000007,26.949999999999996
Vodafone Limited,NO GROUP,2021-10-01 to 2022-03-31,,,,0.5687,,,2022-h1,2022,h1,Insurance,56.87,1,2022-01-01,52.00837250000001,4.86162749999999,-6.43,8.229999999999997
Volkswagen Financial Services (UK) Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,,,,2022-h1,2022,h1,Other,,1,2022-01-01,52.00837250000001,,,0.0
Wescot Credit Services Limited,NO GROUP,2022-01-01 to 2022-06-30,0.5287,,,,,,2022-h1,2022,h1,Mortgage & Lending,52.87,1,2022-01-01,52.00837250000001,0.8616274999999902,,
Xbridge Limited,NO GROUP,2022-01-01 to 2022-06-30,,,,0.3758,,,2022-h1,2022,h1,Insurance,37.580000000000005,1,2022-01-01,52.00837250000001,-14.428372500000002,8.389999999999993,8.389999999999993
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2022-01-01 to 2022-06-30,0.7305,,0.6715,0.5455,,,2022-h1,2022,h1,Banking,64.91666666666667,1,2022-01-01,52.00837250000001,12.908294166666664,-19.27916666666667,26.48666666666667
Zopa Bank Limited,NO GROUP,2022-01-01 to 2022-06-30,0.3836,,,,,,2022-h1,2022,h1,Banking,38.36,1,2022-01-01,52.00837250000001,-13.648372500000008,1.6300000000000026,13.747089737233523
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2022-01-01 to 2022-06-30,,0.4346,,0.4403,0.5169,,2022-h1,2022,h1,Insurance,46.39333333333333,1,2022-01-01,52.00837250000001,-5.615039166666676,-2.8233333333333306,13.828333333333333
Zurich Insurance PLC,NO GROUP,2022-01-01 to 2022-06-30,,,,0.6869,,,2022-h1,2022,h1,Insurance,68.69,1,2022-01-01,52.00837250000001,16.68162749999999,,
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2022-07-01 to 2022-12-31,0.7273,,0.5489,,,0.5521,2022-h2,2022,h2,Mortgage & Lending,63.81,2,2022-07-01,50.67491866028709,13.13508133971292,-0.9350000000000024,16.357264038231776
Acm Ulr Limited,BGL GROUP,2022-07-01 to 2022-12-31,,,,0.5545,,0.5545,2022-h2,2022,h2,Insurance,55.45,2,2022-07-01,50.67491866028709,4.775081339712919,-7.500000000000007,25.908595345038783
Action 365 Ltd,NO GROUP,2022-07-01 to 2022-12-31,,,,0.2719,,0.2719,2022-h2,2022,h2,Insurance,27.19,2,2022-07-01,50.67491866028709,-23.48491866028708,,23.98
Adrian Flux Insurance Services Group,NO GROUP,2022-03-01 to 2022-08-31,,,,0.1788,,0.1788,2022-h2,2022,h2,Insurance,17.88,2,2022-07-01,50.67491866028709,-32.79491866028708,6.109999999999999,6.140000000000001
Advanced Payment Solutions Limited,NO GROUP,2022-04-01 to 2022-09-30,0.1949,,,,,0.1949,2022-h2,2022,h2,Banking,19.49,2,2022-07-01,50.67491866028709,-31.184918660287085,,4.035545224006771
Advisory Insurance Brokers Limited,NO GROUP,2022-07-01 to 2022-12-31,,,,0.7067,,0.7067,2022-h2,2022,h2,Insurance,70.67,2,2022-07-01,50.67491866028709,19.99508133971292,-6.750000000000007,11.54
Affinity Insurance Solutions Limited,NO GROUP,2022-07-01 to 2022-12-31,,,,0.4472,,0.4472,2022-h2,2022,h2,Insurance,44.72,2,2022-07-01,50.67491866028709,-5.954918660287085,,32.790000000000006
Ageas Insurance Limited,AGEAS SA-NV,2022-07-01 to 2022-12-31,,,,0.4662,,0.4662,2022-h2,2022,h2,Insurance,46.62,2,2022-07-01,50.67491866028709,-4.054918660287086,-1.2899999999999991,9.929082100968898
Ageas Retail Limited,AGEAS SA-NV,2022-07-01 to 2022-12-31,,,,0.4331,,0.4331,2022-h2,2022,h2,Insurance,43.31,2,2022-07-01,50.67491866028709,-7.364918660287081,11.0,11.0
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,2022-07-01 to 2022-12-31,0.566,,0.7907,0.3333,1.0,0.5754,2022-h2,2022,h2,Investments,67.25,2,2022-07-01,50.67491866028709,16.575081339712916,,40.265
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2022-07-01 to 2022-12-31,,,,0.5629,,0.5629,2022-h2,2022,h2,Insurance,56.28999999999999,2,2022-07-01,50.67491866028709,5.6150813397129085,-18.98,18.979999999999997
Al Rayan Bank PLC,MASRAF AL RAYAN Q.P.S.C,2022-07-01 to 2022-12-31,0.3948,,0.3509,,,0.3907,2022-h2,2022,h2,Banking,37.285,2,2022-07-01,50.67491866028709,-13.389918660287089,,
Aldermore Bank Plc,FIRSTRAND LIMITED,2022-07-01 to 2022-12-31,0.8218,,0.6275,,,0.7413,2022-h2,2022,h2,Banking,72.465,2,2022-07-01,50.67491866028709,21.79008133971292,-1.7700000000000102,8.204999999999998
Allianz Insurance Plc,ALLIANZ SE,2022-07-01 to 2022-12-31,,,,0.755,,0.755,2022-h2,2022,h2,Insurance,75.5,2,2022-07-01,50.67491866028709,24.82508133971292,-14.870000000000005,18.340000000000003
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,2022-07-01 to 2022-12-31,0.4479,,,0.1765,,0.4469,2022-h2,2022,h2,Banking,31.22,2,2022-07-01,50.67491866028709,-19.454918660287085,,5.564999999999998
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2022-06-01 to 2022-11-30,,,,0.6454,,0.6454,2022-h2,2022,h2,Insurance,64.53999999999999,2,2022-07-01,50.67491866028709,13.865081339712908,-15.54,17.109999999999992
