Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_upheld_rate,period,year,half,sector,avg_upheld_rate,period_sort,period_date,industry_avg,upheld_deviation,firm_yoy_change,volatility_score
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,0.5714,,,0.557,,2023-h2,2023,h2,Insurance,56.42,4,2023-07-01,49.29403735632184,7.125962643678157,4.460000000000001,16.240022762839665
Handelsbanken plc,NO GROUP,2023-07-01 to 2023-12-31,0.5377,,0.5733,,,,2023-h2,2023,h2,Banking,55.55,4,2023-07-01,49.29403735632184,6.255962643678153,,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,2023-07-01 to 2023-12-31,,0.6568,,,0.4758,,2023-h2,2023,h2,Energy & Utilities,56.63,4,2023-07-01,49.29403735632184,7.335962643678158,10.200000000000005,25.278333333333336
Hastings Insurance Services Limited,HASTINGS GROUP,2023-07-01 to 2023-12-31,,,,0.5498,,,2023-h2,2023,h2,Insurance,54.98,4,2023-07-01,49.29403735632184,5.6859626436781525,-8.57,11.13000000000001
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,,,,0.7484,,2023-h2,2023,h2,Investments,74.83999999999999,4,2023-07-01,49.29403735632184,25.545962643678145,0.25,20.220000000000006
Helvetia Global Solutions Ltd,NO GROUP,2023-07-01 to 2023-12-31,,,,0.3953,,,2023-h2,2023,h2,Insurance,39.53,4,2023-07-01,49.29403735632184,-9.764037356321843,,
Highway Insurance Company Limited,ALLIANZ SE,2023-07-01 to 2023-12-31,,,,0.4824,,,2023-h2,2023,h2,Insurance,48.24,4,2023-07-01,49.29403735632184,-1.0540373563218424,-10.310000000000002,10.989496567505725
Hiscox Insurance Company Limited,HISCOX LTD.,2023-07-01 to 2023-12-31,,,,0.483,,,2023-h2,2023,h2,Insurance,48.3,4,2023-07-01,49.29403735632184,-0.9940373563218472,9.650000000000006,9.650000000000006
Holiday Extras Cover Limited,NO GROUP,2023-04-01 to 2023-09-30,,,,0.3361,,,2023-h2,2023,h2,Insurance,33.61,4,2023-07-01,49.29403735632184,-15.684037356321843,,
Home Retail Group Card Services Limited,J SAINSBURY PLC,2023-03-01 to 2023-08-31,0.303,,,,,,2023-h2,2023,h2,Banking,30.3,4,2023-07-01,49.29403735632184,-18.994037356321844,4.399999999999999,6.039999999999999
Homeserve Membership Limited,HOMESERVE PLC,2023-07-01 to 2023-12-31,,,,0.329,,,2023-h2,2023,h2,Insurance,32.9,4,2023-07-01,49.29403735632184,-16.394037356321846,-12.91,12.91
Howserv Limited,STAYSURE HOLDINGS LTD,2023-07-01 to 2023-12-31,,,,0.291,,,2023-h2,2023,h2,Insurance,29.1,4,2023-07-01,49.29403735632184,-20.194037356321843,22.88,22.88
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2023-07-01 to 2023-12-31,0.6159,0.5909,0.6012,0.4212,0.7205,,2023-h2,2023,h2,Banking,58.99399999999999,4,2023-07-01,49.29403735632184,9.699962643678148,-3.666000000000004,5.385999999999996
Hyundai Capital UK Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,,,,2023-h2,2023,h2,Other,,4,2023-07-01,49.29403735632184,,,
I Go 4 Ltd.,NO GROUP,2023-07-01 to 2023-12-31,,,,0.362,,,2023-h2,2023,h2,Insurance,36.2,4,2023-07-01,49.29403735632184,-13.094037356321842,-6.0,16.280000000000005
Ikano Bank AB (publ),NO GROUP,2023-07-01 to 2023-12-31,0.4404,,,,,,2023-h2,2023,h2,Banking,44.04,4,2023-07-01,49.29403735632184,-5.254037356321845,,9.440000000000005
Insurance Factory Ltd,MARKERSTUDY GROUP,2023-07-01 to 2023-12-31,,,,0.6472,,,2023-h2,2023,h2,Insurance,64.72,4,2023-07-01,49.29403735632184,15.425962643678156,,13.320000000000007
Integra Insurance Solutions Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.5985,,,2023-h2,2023,h2,Insurance,59.85,4,2023-07-01,49.29403735632184,10.555962643678155,,20.289307479224384
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,2023-07-01 to 2023-12-31,,0.6477,,,0.5414,,2023-h2,2023,h2,Insurance,59.455000000000005,4,2023-07-01,49.29403735632184,10.16096264367816,11.424999999999995,17.060000000000002
Investec Bank PLC,INVESTEC PLC,2023-04-01 to 2023-09-30,0.5883,,0.7,,0.5,,2023-h2,2023,h2,Banking,59.61,4,2023-07-01,49.29403735632184,10.315962643678157,,18.67666666666667
Investment Funds Direct Limited,M&G PLC,2023-07-01 to 2023-12-31,,0.8895,,,0.8797,,2023-h2,2023,h2,Insurance,88.46000000000001,4,2023-07-01,49.29403735632184,39.16596264367816,,12.10226682408502
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,2023-03-01 to 2023-08-31,,,,0.0345,,,2023-h2,2023,h2,Insurance,3.45,4,2023-07-01,49.29403735632184,-45.84403735632184,,6.25
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,2023-07-01 to 2023-12-31,0.4044,,,,,,2023-h2,2023,h2,Banking,40.44,4,2023-07-01,49.29403735632184,-8.854037356321847,-17.630000000000003,27.190000000000005
James Hay Administration Company Ltd,NO GROUP,2023-07-01 to 2023-12-31,,0.5087,,,,,2023-h2,2023,h2,Insurance,50.870000000000005,4,2023-07-01,49.29403735632184,1.5759626436781602,,
Kensington Mortgage Company Limited,NO GROUP,2023-04-01 to 2023-09-30,,,0.3034,,,,2023-h2,2023,h2,Mortgage & Lending,30.34,4,2023-07-01,49.29403735632184,-18.954037356321844,-1.7699999999999996,7.165853658536594
Kensington Mortgage Company Limited,NO GROUP,2023-07-01 to 2023-12-31,,,0.338,,,,2023-h2,2023,h2,Mortgage & Lending,33.800000000000004,4,2023-07-01,49.29403735632184,-15.49403735632184,-1.7699999999999996,7.165853658536594
Kroo Bank Ltd,NO GROUP,2023-07-01 to 2023-12-31,0.4485,,,,,,2023-h2,2023,h2,Banking,44.85,4,2023-07-01,49.29403735632184,-4.444037356321843,,37.98561514195584
Landmark Mortgages Limited,NO GROUP,2023-07-01 to 2023-12-31,,,0.4747,,,,2023-h2,2023,h2,Mortgage & Lending,47.47,4,2023-07-01,49.29403735632184,-1.8240373563218453,-5.879999999999996,17.22
LeasePlan UK Limited,LP GROUP B.V.,2023-07-01 to 2023-12-31,,,,0.0,,,2023-h2,2023,h2,Other,0.0,4,2023-07-01,49.29403735632184,-49.29403735632184,,100.0
Leeds Building Society,LEEDS BUILDING SOCIETY,2023-07-01 to 2023-12-31,0.6077,,0.6506,0.2308,,,2023-h2,2023,h2,Banking,49.63666666666667,4,2023-07-01,49.29403735632184,0.3426293103448259,4.883333333333333,13.346666666666664
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,2023-07-01 to 2023-12-31,,0.7382,,,0.3333,,2023-h2,2023,h2,Insurance,53.575,4,2023-07-01,49.29403735632184,4.280962643678159,,39.49
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2023-07-01 to 2023-12-31,,0.7743,,0.515,,,2023-h2,2023,h2,Insurance,64.46499999999999,4,2023-07-01,49.29403735632184,15.170962643678145,-1.5750000000000028,13.816083085019258
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,2023-07-01 to 2023-12-31,0.0,0.8258,,0.6695,0.9087,,2023-h2,2023,h2,Investments,60.1,4,2023-07-01,49.29403735632184,10.805962643678155,-10.796666666666669,26.330000000000005
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,2023-07-01 to 2023-12-31,,,,0.5258,,,2023-h2,2023,h2,Insurance,52.580000000000005,4,2023-07-01,49.29403735632184,3.285962643678161,-0.4600000000000079,11.160000000000004
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,,,0.6692,,,2023-h2,2023,h2,Banking,66.92,4,2023-07-01,49.29403735632184,17.625962643678157,9.900000000000006,10.470000000000006
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,0.6714,0.3235,0.5479,0.0798,0.2614,,2023-h2,2023,h2,Banking,37.68000000000001,4,2023-07-01,49.29403735632184,-11.614037356321838,-0.5720000000000098,5.862000000000009
London and Country Mortgages Ltd,NO GROUP,2023-07-01 to 2023-12-31,,,0.6455,0.4571,,,2023-h2,2023,h2,Mortgage & Lending,55.13,4,2023-07-01,49.29403735632184,5.835962643678158,8.82500000000001,8.82500000000001
M & G Securities Limited,M&G PLC,2023-07-01 to 2023-12-31,,,,,0.4751,,2023-h2,2023,h2,Investments,47.510000000000005,4,2023-07-01,49.29403735632184,-1.7840373563218392,17.18,22.739999999999995
ManyPets Ltd,NO GROUP,2023-04-01 to 2023-09-30,,,,0.6916,,,2023-h2,2023,h2,Insurance,69.16,4,2023-07-01,49.29403735632184,19.865962643678152,26.72,42.081844499586424
Markerstudy Insurance Services Limited,MARKERSTUDY GROUP,2023-07-01 to 2023-12-31,,,,0.6271,,,2023-h2,2023,h2,Insurance,62.71,4,2023-07-01,49.29403735632184,13.415962643678156,,15.690000000000005
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2023-07-01 to 2023-12-31,0.6739,,,0.5313,,,2023-h2,2023,h2,Banking,60.260000000000005,4,2023-07-01,49.29403735632184,10.96596264367816,4.645000000000003,13.495000000000005
Marshmallow Financial Services Ltd,NO GROUP,2023-07-01 to 2023-12-31,,,,0.3615,,,2023-h2,2023,h2,Insurance,36.15,4,2023-07-01,49.29403735632184,-13.144037356321846,3.759999999999998,15.410000000000004
MBNA Limited,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,0.4776,,,0.0219,,,2023-h2,2023,h2,Banking,24.975,4,2023-07-01,49.29403735632184,-24.319037356321843,-15.380000000000004,19.295
MetLife Europe d.a.c.,NO GROUP,2023-07-01 to 2023-12-31,,0.2593,,0.3235,0.4211,,2023-h2,2023,h2,Insurance,33.46333333333333,4,2023-07-01,49.29403735632184,-15.830704022988511,,24.069999999999993
Metro Bank PLC,METRO BANK PLC,2023-07-01 to 2023-12-31,0.4742,,0.759,,,,2023-h2,2023,h2,Banking,61.66,4,2023-07-01,49.29403735632184,12.365962643678152,15.796666666666674,19.16666666666667
Monzo Bank Ltd,MONZO BANK LIMITED,2023-03-01 to 2023-08-31,0.4022,,,,,,2023-h2,2023,h2,Banking,40.22,4,2023-07-01,49.29403735632184,-9.074037356321844,6.206666666666664,19.099999999999998
Moorcroft Debt Recovery Limited,NO GROUP,2023-02-01 to 2023-07-31,0.4589,,,,,,2023-h2,2023,h2,Banking,45.89,4,2023-07-01,49.29403735632184,-3.404037356321844,-1.3800000000000026,10.970000000000006
MotoNovo Finance Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.2093,,,2023-h2,2023,h2,Mortgage & Lending,20.93,4,2023-07-01,49.29403735632184,-28.364037356321845,,12.25
Munich Re Digital Partners Ltd,NO GROUP,2023-07-01 to 2023-12-31,,,,0.3992,,,2023-h2,2023,h2,Insurance,39.92,4,2023-07-01,49.29403735632184,-9.374037356321844,,
National House-Building Council,NO GROUP,2023-04-01 to 2023-09-30,,,,0.6148,,,2023-h2,2023,h2,Insurance,61.48,4,2023-07-01,49.29403735632184,12.185962643678153,-1.1200000000000043,11.95000000000001
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,2023-07-01 to 2023-12-31,0.7408,0.2759,0.7403,0.2517,0.6919,,2023-h2,2023,h2,Banking,54.01199999999999,4,2023-07-01,49.29403735632184,4.717962643678149,,11.063532558644475
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2023-04-05 to 2023-09-30,0.4649,,0.481,0.6792,0.345,,2023-h2,2023,h2,Banking,49.2525,4,2023-07-01,49.29403735632184,-0.0415373563218466,-8.307000000000002,15.741
Newcastle Building Society,NO GROUP,2023-07-01 to 2023-12-31,0.6822,,0.4667,,0.8333,,2023-h2,2023,h2,Banking,66.07333333333334,4,2023-07-01,49.29403735632184,16.779295977011493,,17.243333333333347
Northern Bank Limited,DANSKE BANK A/S,2023-07-01 to 2023-12-31,0.362,,0.4885,0.0,0.0,,2023-h2,2023,h2,Banking,21.2625,4,2023-07-01,49.29403735632184,-28.031537356321845,-13.750000000000009,21.60749999999999
Nutmeg Saving and Investment Limited,NO GROUP,2023-07-01 to 2023-12-31,,0.7273,,,0.5326,,2023-h2,2023,h2,Insurance,62.995000000000005,4,2023-07-01,49.29403735632184,13.70096264367816,,8.774999999999999
One Call Insurance Services Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.1358,,,2023-h2,2023,h2,Insurance,13.58,4,2023-07-01,49.29403735632184,-35.714037356321846,1.2600000000000016,4.693846153846161
OneSavings Bank Plc,ONESAVINGS BANK PLC,2023-07-01 to 2023-12-31,0.5117,,0.5364,,,,2023-h2,2023,h2,Banking,52.405,4,2023-07-01,49.29403735632184,3.110962643678157,-7.431666666666658,12.985
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2023-04-01 to 2023-09-30,0.6111,,0.6006,0.5,,,2023-h2,2023,h2,Banking,57.056666666666665,4,2023-07-01,49.29403735632184,7.76262931034482,-9.13333333333334,41.32333333333334
People's Administration Services Limited,NO GROUP,2023-04-01 to 2023-09-30,,0.1251,,,,,2023-h2,2023,h2,Insurance,12.509999999999998,4,2023-07-01,49.29403735632184,-36.784037356321846,16.93,43.868733345843495
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,2023-07-01 to 2023-12-31,,,0.4531,,,,2023-h2,2023,h2,Mortgage & Lending,45.31,4,2023-07-01,49.29403735632184,-3.984037356321842,6.019999999999996,24.17
Phoenix Life Assurance Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.721,,0.7944,0.9457,,2023-h2,2023,h2,Insurance,82.03666666666666,4,2023-07-01,49.29403735632184,32.74262931034482,,6.691911882553043
Phoenix Life Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.6742,0.6429,0.6917,0.8144,,2023-h2,2023,h2,Insurance,70.58,4,2023-07-01,49.29403735632184,21.285962643678157,-14.585,23.576188336740692
Pinnacle Insurance Plc,BNP PARIBAS GROUP,2023-07-01 to 2023-12-31,,,,0.3222,,,2023-h2,2023,h2,Insurance,32.22,4,2023-07-01,49.29403735632184,-17.074037356321845,,9.989999999999998
Post Office Management Services Limited,POST OFFICE LIMITED,2023-04-01 to 2023-09-30,,,,0.3708,,,2023-h2,2023,h2,Insurance,37.08,4,2023-07-01,49.29403735632184,-12.214037356321846,,8.489999999999995
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2023-07-01 to 2023-12-31,0.5907,,0.5772,0.4286,0.0,,2023-h2,2023,h2,Banking,39.91249999999999,4,2023-07-01,49.29403735632184,-9.381537356321855,-12.48916666666667,16.251666666666672
QBE UK Limited,QBE INSURANCE GROUP,2023-07-01 to 2023-12-31,,,,0.6334,,,2023-h2,2023,h2,Insurance,63.34,4,2023-07-01,49.29403735632184,14.04596264367816,-29.029999999999998,29.029999999999994
Qmetric Group Limited,NO GROUP,2023-04-01 to 2023-09-30,,,,0.2331,,,2023-h2,2023,h2,Insurance,23.31,4,2023-07-01,49.29403735632184,-25.98403735632185,24.05,26.700000000000003
Quilter Investment Platform Limited,QUILTER GROUP,2023-07-01 to 2023-12-31,,,,,0.773,,2023-h2,2023,h2,Investments,77.3,4,2023-07-01,49.29403735632184,28.005962643678156,,7.810000000000002
Quilter Life & Pensions Limited,QUILTER GROUP,2023-07-01 to 2023-12-31,,0.7185,,,0.811,,2023-h2,2023,h2,Insurance,76.47500000000001,4,2023-07-01,49.29403735632184,27.180962643678164,-6.750000000000014,11.709999999999994
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,2023-07-01 to 2023-12-31,,,,0.4294,,,2023-h2,2023,h2,Insurance,42.94,4,2023-07-01,49.29403735632184,-6.354037356321847,,16.45349775267949
RBS Collective Investment Funds Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,,0.2784,,2023-h2,2023,h2,Investments,27.84,4,2023-07-01,49.29403735632184,-21.454037356321844,-58.24000000000001,75.81112683723462
ReAssure Life Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.8969,,0.8506,0.8859,,2023-h2,2023,h2,Insurance,87.78,4,2023-07-01,49.29403735632184,38.48596264367816,15.083333333333329,16.96333333333334
ReAssure Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.7767,1.0,0.5942,0.8019,,2023-h2,2023,h2,Mortgage & Lending,79.32,4,2023-07-01,49.29403735632184,30.02596264367815,-2.3075000000000045,20.796666666666667
Reassured Ltd,NO GROUP,2023-02-01 to 2023-07-31,,,,0.501,,,2023-h2,2023,h2,Insurance,50.1,4,2023-07-01,49.29403735632184,0.8059626436781571,-18.73,18.729999999999997
Rock Insurance Services Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.6108,,,2023-h2,2023,h2,Insurance,61.08,4,2023-07-01,49.29403735632184,11.785962643678154,,42.06
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,2023-07-01 to 2023-12-31,,,,0.6387,,,2023-h2,2023,h2,Insurance,63.870000000000005,4,2023-07-01,49.29403735632184,14.57596264367816,,15.602168605486142
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,2023-07-01 to 2023-12-31,,,,0.6143,,,2023-h2,2023,h2,Insurance,61.42999999999999,4,2023-07-01,49.29403735632184,12.135962643678148,,23.15999999999999
Saga Services Limited,SAGA PLC,2023-02-01 to 2023-07-31,,,,0.4983,,,2023-h2,2023,h2,Insurance,49.830000000000005,4,2023-07-01,49.29403735632184,0.535962643678161,-8.429999999999993,14.369999999999997
Sainsbury's Bank Plc,J SAINSBURY PLC,2023-03-01 to 2023-08-31,0.5902,,0.6392,0.744,,,2023-h2,2023,h2,Banking,65.78,4,2023-07-01,49.29403735632184,16.485962643678157,-21.91166666666668,21.911666666666676
Santander Consumer (UK) Plc,SANTANDER UK GROUP,2023-07-01 to 2023-12-31,,,,0.0,,,2023-h2,2023,h2,Other,0.0,4,2023-07-01,49.29403735632184,-49.29403735632184,,40.53
Santander ISA Managers Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,,0.5974,,2023-h2,2023,h2,Investments,59.74,4,2023-07-01,49.29403735632184,10.445962643678158,,
Santander UK Plc,SANTANDER UK GROUP,2023-07-01 to 2023-12-31,0.4881,0.3,0.5948,0.1707,0.0566,,2023-h2,2023,h2,Mortgage & Lending,32.204,4,2023-07-01,49.29403735632184,-17.090037356321844,19.692,21.542
Scottish Equitable Plc,AEGON N.V.,2023-07-01 to 2023-12-31,,0.5455,,0.3763,0.55,,2023-h2,2023,h2,Investments,49.06,4,2023-07-01,49.29403735632184,-0.234037356321842,13.536666666666669,18.36746828399545
Scottish Friendly Assurance Society Limited,NO GROUP,2023-07-01 to 2023-12-31,,0.824,,0.5464,0.7836,,2023-h2,2023,h2,Insurance,71.8,4,2023-07-01,49.29403735632184,22.505962643678156,-5.116666666666674,9.580000000000013
Scottish Widows Administration Services Limited,NO GROUP,2023-07-01 to 2023-12-31,,0.6,,,,,2023-h2,2023,h2,Insurance,60.0,4,2023-07-01,49.29403735632184,10.705962643678156,,24.87712665406427
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,0.8744,,0.7709,0.9019,,2023-h2,2023,h2,Investments,84.90666666666668,4,2023-07-01,49.29403735632184,35.61262931034484,,2.2887271914484018
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,,,,0.781,,2023-h2,2023,h2,Investments,78.10000000000001,4,2023-07-01,49.29403735632184,28.805962643678164,4.159999999999997,6.601729323308263
Secure Trust Bank Plc,SECURE TRUST BANK PLC,2023-07-01 to 2023-12-31,0.4212,,1.0,,,,2023-h2,2023,h2,Banking,71.06,4,2023-07-01,49.29403735632184,21.76596264367816,,55.14
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2023-07-01 to 2023-12-31,0.6255,,0.5017,0.0,,,2023-h2,2023,h2,Banking,37.57333333333333,4,2023-07-01,49.29403735632184,-11.720704022988514,-2.0449999999999946,23.39666666666666
Shop Direct Finance Company Limited,THE VERY GROUP,2023-07-01 to 2023-12-31,,,,0.6797,,,2023-h2,2023,h2,Mortgage & Lending,67.97,4,2023-07-01,49.29403735632184,18.675962643678155,,42.61
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2023-07-01 to 2023-12-31,,,,0.2977,,,2023-h2,2023,h2,Insurance,29.770000000000003,4,2023-07-01,49.29403735632184,-19.52403735632184,-3.039999999999999,8.25
Skipton Building Society,SKIPTON BUILDING SOCIETY,2023-07-01 to 2023-12-31,0.7649,0.7188,0.5571,0.4286,0.6847,,2023-h2,2023,h2,Banking,63.082,4,2023-07-01,49.29403735632184,13.787962643678156,-1.5759999999999792,10.67199999999999
Society of Lloyd's,SOCIETY OF LLOYD'S,2023-07-01 to 2023-12-31,,,,0.4625,,,2023-h2,2023,h2,Insurance,46.25,4,2023-07-01,49.29403735632184,-3.0440373563218444,1.3299999999999983,6.64766648619382
Somerset Bridge Insurance Services Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.5585,,,2023-h2,2023,h2,Insurance,55.85,4,2023-07-01,49.29403735632184,6.555962643678157,-13.200000000000005,20.08470137825421
St James's Place UK plc,ST. JAMES'S PLACE PLC,2023-07-01 to 2023-12-31,,0.7585,,0.6,0.8373,,2023-h2,2023,h2,Investments,73.19333333333333,4,2023-07-01,49.29403735632184,23.899295977011484,,18.373393148450248
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2023-07-01 to 2023-12-31,,0.5059,0.5333,0.3214,0.5573,,2023-h2,2023,h2,Investments,47.94750000000001,4,2023-07-01,49.29403735632184,-1.346537356321832,6.549500000000002,26.415000000000013
Standard Life Assurance Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.6243,0.5,0.4828,0.5409,,2023-h2,2023,h2,Insurance,53.7,4,2023-07-01,49.29403735632184,4.405962643678159,,16.942321187651785
Standard Life Savings Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,,0.778,,2023-h2,2023,h2,Insurance,77.8,4,2023-07-01,49.29403735632184,28.505962643678156,,
Starling Bank Limited,NO GROUP,2023-04-01 to 2023-09-30,0.4679,,,,,,2023-h2,2023,h2,Banking,46.79,4,2023-07-01,49.29403735632184,-2.504037356321845,16.58,32.260000000000005
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2023-07-01 to 2023-12-31,,,,0.533,,,2023-h2,2023,h2,Insurance,53.3,4,2023-07-01,49.29403735632184,4.005962643678153,,31.069999999999997
Sun Life Assurance Company of Canada (U.K.) Limited,PHOENIX GROUP,2023-07-01 to 2023-12-31,,0.7092,,0.7514,0.7266,,2023-h2,2023,h2,Insurance,72.90666666666667,4,2023-07-01,49.29403735632184,23.612629310344825,,33.736666666666665
Swift 1st Limited,NO GROUP,2023-04-01 to 2023-09-30,,,0.1548,,,,2023-h2,2023,h2,Mortgage & Lending,15.48,4,2023-07-01,49.29403735632184,-33.81403735632185,,4.82
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2023-07-01 to 2023-12-31,,,,0.6623,,,2023-h2,2023,h2,Insurance,66.23,4,2023-07-01,49.29403735632184,16.93596264367816,-9.209999999999994,9.209999999999994
Telefonica UK Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.6333,,,2023-h2,2023,h2,Insurance,63.33,4,2023-07-01,49.29403735632184,14.035962643678154,,35.650000000000006
Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),2023-03-01 to 2023-08-31,0.4271,,,0.3371,,,2023-h2,2023,h2,Mortgage & Lending,38.21,4,2023-07-01,49.29403735632184,-11.084037356321844,,7.710000000000001
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),2023-03-01 to 2023-08-31,,,,0.6196,,,2023-h2,2023,h2,Insurance,61.96,4,2023-07-01,49.29403735632184,12.665962643678156,1.4199999999999946,11.219238754325275
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2023-07-01 to 2023-12-31,0.5669,,0.6535,0.2727,,,2023-h2,2023,h2,Banking,49.77,4,2023-07-01,49.29403735632184,0.4759626436781587,13.438000000000002,36.13600000000001
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,2023-07-01 to 2023-12-31,,,0.4742,,,,2023-h2,2023,h2,Mortgage & Lending,47.42,4,2023-07-01,49.29403735632184,-1.8740373563218429,,3.6000000000000014
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2023-04-01 to 2023-09-30,,,0.4472,,,,2023-h2,2023,h2,Mortgage & Lending,44.72,4,2023-07-01,49.29403735632184,-4.5740373563218455,-0.8299999999999983,20.760000000000005
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2023-07-01 to 2023-12-31,,0.3412,,0.623,0.3385,,2023-h2,2023,h2,Insurance,43.42333333333333,4,2023-07-01,49.29403735632184,-5.870704022988512,5.823333333333331,15.897716376288798
The Prudential Assurance Company Limited,M&G PLC,2023-07-01 to 2023-12-31,,0.8424,0.6129,0.8692,0.8628,,2023-h2,2023,h2,Insurance,79.6825,4,2023-07-01,49.29403735632184,30.38846264367816,-7.872500000000002,13.362499999999997
The Royal Bank of Scotland Plc,NATWEST GROUP,2023-07-01 to 2023-12-31,0.756,0.6667,0.702,0.5211,0.6,,2023-h2,2023,h2,Banking,64.916,4,2023-07-01,49.29403735632184,15.621962643678152,-7.134000000000008,20.67499999999999
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,2023-07-01 to 2023-12-31,,0.6333,,0.5275,0.6055,,2023-h2,2023,h2,Insurance,58.87666666666668,4,2023-07-01,49.29403735632184,9.582629310344837,1.7733333333333263,4.9566666666666634
Topaz Finance Limited,NO GROUP,2023-07-01 to 2023-12-31,,,0.4473,,,,2023-h2,2023,h2,Mortgage & Lending,44.73,4,2023-07-01,49.29403735632184,-4.564037356321848,-11.839999999999996,26.700000000000003
Triodos Bank UK Limited,NO GROUP,2023-07-01 to 2023-12-31,0.4573,,,,0.5,,2023-h2,2023,h2,Banking,47.865,4,2023-07-01,49.29403735632184,-1.4290373563218424,,19.835
TSB Bank plc,BANCO DE SABADELL SA,2023-07-01 to 2023-12-31,0.6898,,0.5763,0.4615,,,2023-h2,2023,h2,Banking,57.586666666666666,4,2023-07-01,49.29403735632184,8.292629310344822,-14.63666666666667,14.63666666666667
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2023-07-01 to 2023-12-31,,,,0.7159,,,2023-h2,2023,h2,Insurance,71.59,4,2023-07-01,49.29403735632184,22.29596264367816,-5.590000000000003,5.8500000000000085
UK Mortgage Lending Ltd,NO GROUP,2023-07-01 to 2023-12-31,,,0.5294,,,,2023-h2,2023,h2,Mortgage & Lending,52.94,4,2023-07-01,49.29403735632184,3.645962643678154,,7.020000000000003
Usay Business Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.1731,,,2023-h2,2023,h2,Insurance,17.31,4,2023-07-01,49.29403735632184,-31.98403735632185,,
"Vanguard Asset Management, Ltd",NO GROUP,2023-07-01 to 2023-12-31,,0.8205,,,0.7594,,2023-h2,2023,h2,Energy & Utilities,78.99499999999999,4,2023-07-01,49.29403735632184,29.700962643678142,,15.359658273381278
